majorTitle,catalogYear,courseCode,prefix,semesterNumber
Computer Engineering (B.S),2020-2021,1001,CSCE,1
Computer Engineering (B.S),2020-2021,1121,MACT,1
Computer Engineering (B.S),2020-2021,1001,ENGR,1
Computer Engineering (B.S),2020-2021,1020,SCI,1
Computer Engineering (B.S),2020-2021,1011,PHYS,1
Computer Engineering (B.S),2020-2021,1012,PHYS,1
Computer Engineering (B.S),2020-2021,1010,RHET,1
Computer Engineering (B.S),2020-2021,1010,CORE,1
Computer Engineering (B.S),2020-2021,1101,CSCE,2
Computer Engineering (B.S),2020-2021,1102,CSCE,2
Computer Engineering (B.S),2020-2021,1005,CHEM,2
Computer Engineering (B.S),2020-2021,1015,CHEM,2
Computer Engineering (B.S),2020-2021,1021,PHYS,2
Computer Engineering (B.S),2020-2021,1022,PHYS,2
Computer Engineering (B.S),2020-2021,1122,MACT,2
Computer Engineering (B.S),2020-2021,1020,RHET,2
Computer Engineering (B.S),2020-2021,1020,LALT,2
Computer Engineering (B.S),2020-2021,2202,CSCE,3
Computer Engineering (B.S),2020-2021,2203,CSCE,3
Computer Engineering (B.S),2020-2021,2100,PHIL,3
Computer Engineering (B.S),2020-2021,2211,PHYS,3
Computer Engineering (B.S),2020-2021,2213,PHYS,3
Computer Engineering (B.S),2020-2021,2131,MACT,3
Computer Engineering (B.S),2020-2021,2132,MACT,3
Computer Engineering (B.S),2020-2021,2123,MACT,4
Computer Engineering (B.S),2020-2021,2501,CSCE,4
Computer Engineering (B.S),2020-2021,2301,CSCE,4
Computer Engineering (B.S),2020-2021,2302,CSCE,4
Computer Engineering (B.S),2020-2021,3303,CSCE,4
Computer Engineering (B.S),2020-2021,1005,ENGR,4
Computer Engineering (B.S),2020-2021,-2,XXXX,4
Computer Engineering (B.S),2020-2021,2303,CSCE,5
Computer Engineering (B.S),2020-2021,3304,CSCE,5
Computer Engineering (B.S),2020-2021,3701,CSCE,5
Computer Engineering (B.S),2020-2021,-3,XXXX,5
Computer Engineering (B.S),2020-2021,2102,ENGR,5
Computer Engineering (B.S),2020-2021,2141,MACT,5
Computer Engineering (B.S),2020-2021,3611,CSCE,6
Computer Engineering (B.S),2020-2021,3301,CSCE,6
Computer Engineering (B.S),2020-2021,3302,CSCE,6
Computer Engineering (B.S),2020-2021,3401,CSCE,6
Computer Engineering (B.S),2020-2021,3402,CSCE,6
Computer Engineering (B.S),2020-2021,-4,XXXX,6
Computer Engineering (B.S),2020-2021,3224,MACT,6
Computer Engineering (B.S),2020-2021,4411,CSCE,7
Computer Engineering (B.S),2020-2021,3312,CSCE,7
Computer Engineering (B.S),2020-2021,3313,CSCE,7
Computer Engineering (B.S),2020-2021,-7,XXXX,7
Computer Engineering (B.S),2020-2021,-10,XXXX,7
Computer Engineering (B.S),2020-2021,2104,ENGR,7
Computer Engineering (B.S),2020-2021,4301,CSCE,8
Computer Engineering (B.S),2020-2021,4302,CSCE,8
Computer Engineering (B.S),2020-2021,-10,XXXX,8
Computer Engineering (B.S),2020-2021,3201,MGMT,8
Computer Engineering (B.S),2020-2021,3202,ENGR,8
Computer Engineering (B.S),2020-2021,-8,XXXX,8
Computer Engineering (B.S),2020-2021,4950,CSCE,9
Computer Engineering (B.S),2020-2021,4980,CSCE,9
Computer Engineering (B.S),2020-2021,-10,XXXX,9
Computer Engineering (B.S),2020-2021,-10,XXXX,9
Computer Engineering (B.S),2020-2021,3222,ENGR,9
Computer Engineering (B.S),2020-2021,3322,ENGR,9
Computer Engineering (B.S),2020-2021,4981,CSCE,10
Computer Engineering (B.S),2020-2021,-10,XXXX,10
Computer Engineering (B.S),2020-2021,-6,XXXX,10
Computer Engineering (B.S),2020-2021,-9,XXXX,10
