courseCode,courseTitle,prefix,credits
2104,Introduction to Research Methods in Political Science,POLS,3
2405,History and International Politics,POLS,3
3201,History of Political Theory l,POLS,3
3202,History of Political Theory II,POLS,3
3401,Introduction to Comparative Politics,POLS,3
3408,Comparative Politics of the Middle East,POLS,3
3454,Political and Social Thought in the Modern Arab World,POLS,3
3510,Introduction to Development,POLS,3
3550,Introduction to Political Economy,POLS,3
3620,Introduction to International Relations Theories,POLS,3
4000,The Discipline and Critical Social Theory,POLS,3
4018,East- West Dialogue: Cross-Cultural Perceptions and Reflections,POLS,3
4030,Seminar: Special Topics in Political Science for Undergraduates,POLS,3
4033,Individual Study and Selected Reading,POLS,NULL
4035,Political Sociology,POLS,3
4099,Senior Year Thesis,POLS,3
4104,Political Science Methods,POLS,3
4216,"Race, Class and Gender: Theorizing Political Identity",POLS,3
4217,Cosmopolitanism and Global Justice,POLS,3
4226,Contemporary Political Islam,POLS,3
4371,Introduction to Public International Law,POLS,3
4372,International Law in the Middle East,POLS,3
4373,Special Topics in Public Law,POLS,3
4374,Special Topics in Public International Law,POLS,3
4375,Introduction to Egyptian and Islamic Law,POLS,3
4377,Law and Development,POLS,3
4378,Introduction to International Human Rights Law,POLS,3
4403,American Government and Politics,POLS,3
4405,Comparative Politics of Contemporary Africa,POLS,3
4420,Issues in Middle East Politics,POLS,3
4422,Contemporary Egypt,POLS,3
4423,Comparative Government and Politics: Developing Systems,POLS,3
4424,Comparative Government and Politics in Contemporary Eastern Europe and Russia,POLS,3
4425,Government and Politics of Egypt,POLS,3
4432,Seminar: Comparative Politics and/or Policies,POLS,3
4435,The State and Society,POLS,3
4437,Comparative Politics of Asia,POLS,3
4438,Modern China,POLS,3
4439,Comparative Politics of the Modern Caucasus and Central Asia,POLS,3
4444,Comparative Politics of Latin America,POLS,3
4470,The Politics of Human Rights,POLS,3
4480,Israeli Politics and Society,POLS,3
4481,The Politics of Palestinian-Israeli Relations,POLS,3
4502,Political Economy of Egypt and the Middle East,POLS,3
4513,International Financial Institutions,POLS,3
4523,The Political Economy of Poverty and Inequality,POLS,3
4525,Global Political Economy,POLS,3
4526,Political Economy of the Global South,POLS,3
4542,Environmental Politics,POLS,3
4550,Business -Government Relations,POLS,3
4551,Theories of Political Economy,POLS,3
4560,Development Studies Seminar,POLS,3
4565,Special Topics in Development and Political Economy,POLS,3
4605,International Politics of the Middle East,POLS,3
4608,Critical Approaches to International Relations and the Global South,POLS,3
4609,International Organizations,POLS,3
4610,Global Security,POLS,3
4611,Comparative Foreign Policy Analysis,POLS,3
4614,Egyptian Foreign Policy,POLS,3
4615,U.S. Foreign Policy,POLS,3
4640,Seminar: Special Topics in International Relations for Undergraduates,POLS,3
5130,Seminar: Special Topics in Political Science for both Undergraduates and Graduates,POLS,3
5140,Seminar: Special Topics in International Relations for both Undergraduates and Graduates,POLS,3
5201,Comparative Theory,POLS,3
5202,Scope and Method of Developmental Analysis,POLS,3
5203,International Relations Theories,POLS,3
5204,Advanced Political Science Methods,POLS,3
5205,"Identity, Culture and Norms in World Politics",POLS,3
5206,Foundations of Political Philosophy,POLS,3
5208,Critical Approaches to International Relations Theories,POLS,3
5209,"Race, Gender, and Sexuality in International Relations",POLS,3
5210,Global Governance and World Order(s),POLS,3
5220,Protracted Social Conflicts,POLS,3
5225,International Political Economy,POLS,3
5226,The Political Economy of Regionalism,POLS,3
5230,Regime Change and Democratization,POLS,3
5233,Middle East Conflicts,POLS,3
5236,Contemporary Issues in Political Islam,POLS,3
5237,Modern Islamic Political Thought,POLS,3
5240,Politics of Modern Egypt,POLS,3
5244,Comparative Politics of Europe,POLS,3
5245,Development Politics and International Cooperation,POLS,3
5250,Comparative Politics of Asia,POLS,3
5251,Comparative Politics of Africa,POLS,3
5252,Arab-American Relations,POLS,3
5254,Comparative Foreign Policy: Theories and Applications,POLS,3
5255,Conflict and Security in Global Politics,POLS,3
5258,Comparative Politics of the Middle East,POLS,3
5261,Public Policy and Development,POLS,3
5262,International Development Organizations,POLS,3
5270,Special Topics in Political Science for Graduates,POLS,3
5271,Seminar: Special Topics in International Relations for Graduates,POLS,3
5280,Independent Study and Readings,POLS,3
5285,Project Seminar,POLS,3
5286,Skills in Development Practice and Internships,POLS,3
5299,Research Guidance and Thesis,POLS,0
2101,Statistics for Business,OPMG,3
3201,Operations for Competitive Advantage,OPMG,3
4102,Quantitative Approach to Management,OPMG,3
4202,Production/Operations Management II,OPMG,3
4203,Business Process Management and Simulation,OPMG,3
4204,Service Operations and Strategy,OPMG,3
4301,Supply Chain Management,OPMG,3
4970,Special Topics in Production / Operation Management,OPMG,3
4975,Independent Study in Production/Operation Management,OPMG,NULL
5201,Introduction to Business Statistics,OPMG,3
5202,Operations Management for Competitive Advantage,OPMG,3
5301,Managing and Coordinating Supply Chains,OPMG,3
5302,Managing Dynamic Projects,OPMG,3
5303,Data Analysis,OPMG,3
5305,Operations Strategy,OPMG,3
5306,Business Dynamics,OPMG,3
5370,Selected Topics in Operations Management,OPMG,3
5375,Independent Study in Operations Management,OPMG,NULL
1000,Introduction to Psychology,PSYC,3
1098,Fundamentals of Neurosciences,PSYC,4
2000,Introduction to Psychological Statistics,PSYC,3
2099,Selected Topics in Psychology,PSYC,3
2100,Research Methods for Psychology,PSYC,4
2201,Introduction to Community Development,PSYC,3
3002,Personal Growth and Adjustment,PSYC,3
3003,Community Psychology,PSYC,3
3010,Social Psychology,PSYC,3
3011,Educational Psychology,PSYC,3
3021,Psychology of Love and Attraction in Egypt,PSYC,3
3022,Psychology of Inclusion and Exclusion in Egypt,PSYC,3
3040,Lifespan Development,PSYC,3
3080,Cognitive Psychology,PSYC,3
3130,Learning and Behavioral Psychology,PSYC,3
3202,Participatory Action Research in Community Settings,PSYC,3
3270,Theories of Personality,PSYC,3
3420,Abnormal Psychology,PSYC,3
3800,Biopsychology,PSYC,3
4001,Supervised Research in Psychology,PSYC,NULL
4002,Independent Study,PSYC,NULL
4011,Cultural Psychology,PSYC,3
4012,Psychology of Gender,PSYC,3
4013,Psychology of Trauma,PSYC,3
4014,Child Psychology,PSYC,3
4015,Psychological Anthropology,PSYC,3
4016,Introduction to Forensic Psychology,PSYC,3
4022,Industrial/Organizational Psychology,PSYC,3
4030,History and Systems of Psychology,PSYC,3
4062,Clinical Psychology,PSYC,3
4063,Advanced Community Psychology,PSYC,3
4098,Selected Topics in Neuroscience,PSYC,3
4099,Selected Topics in Psychology,PSYC,3
4150,Psychological Testing and Assessment,PSYC,3
4203,Practicum in Community Development,PSYC,3
5000,Research Methods and Inferential Statistics for Psychology,PSYC,3
5122,Physiological Psychology,PSYC,3
5200,Fundamentals of Counseling,PSYC,3
5202,Advanced Lifespan Development,PSYC,3
5203,Community Collaboration and Assessment,PSYC,3
5205,Psychology in the Schools,PSYC,3
5206,International and Multicultural Psychology,PSYC,3
5209,Independent Study and Guided Readings,PSYC,NULL
5210,Community Psychology and Systems Theory,PSYC,3
5220,Applied Research Design and Statistical Analysis,PSYC,3
5226,Seminar in Cross-Cultural Family Studies,PSYC,3
5230,Ethics and Professional Issues,PSYC,3
5233,Program Evaluation,PSYC,3
5241,Theories of Counseling and Psychotherapy,PSYC,3
5243,Prevention and Intervention in Communities,PSYC,3
5251,Psychological Assessment,PSYC,3
5253,Consultation to Non-Profit Organizations,PSYC,3
5255,Assessment and Evaluation for Learning Enrichment,PSYC,3
5256,Special Topics in Psychology,PSYC,3
5261,Psychopathology and Resilience across Cultures,PSYC,3
5264,Practicum I in Counseling Psychology,PSYC,3
5265,Applied Projects in Inclusive Education,PSYC,3
5270,Group Work,PSYC,3
5271,Career Development and Counseling,PSYC,3
5274,Practicum II in Counseling Psychology,PSYC,3
5281,Couples Counseling and Human Sexuality,PSYC,3
5283,Internship in Community Psychology,PSYC,3
5284,Internship in  Counseling Psychology,PSYC,6
5299,Research Guidance and Thesis,PSYC,3
2099,Selected Topics for the Core Curriculum,PPAD,3
3198,Management in Government,PPAD,3
4111,Introduction of Public Policy and Administration,PPAD,3
4113,Selected Topics in Global and Public Affairs,PPAD,3
5111,Essentials of Public Policy and Administration,PPAD,3
5113,Organizational Behavior for Government and Nonprofit Management,PPAD,3
5114,Management of Development Programs,PPAD,3
5122,Administrative Environment and Public Policy in Egypt and the Middle East,PPAD,3
5123,"Governance, Accountability, and Stakeholder Negotiations",PPAD,3
5124,Leadership and Communication for Public Affairs,PPAD,3
5125,Citizen-centered government,PPAD,3
5126,Managing NGOs in Developing and Transitional Countries,PPAD,3
5127,Reforming Delivery of Social Services,PPAD,3
5128,Corporate Social Responsibility and NGO Partnerships,PPAD,3
5129,Globalization and Development,PPAD,3
5131,Government Finance for Policy Analysis,PPAD,3
5132,Social and Environmental Policy,PPAD,3
5133,Global Health Issues and Policies,PPAD,3
5134,Government Regulation of Business and Investment,PPAD,3
5135,Promotion of Local Economic Development,PPAD,3
5136,Gender in Public Policy and Administration,PPAD,3
5141,Policy for Sustainable Cities,PPAD,3
5142,Greening the Built Environment,PPAD,3
5143,Urban Infrastructure Development for Sustainability,PPAD,3
5151,Issues in International Security,PPAD,3
5152,Conflict Prevention and Resolution,PPAD,3
5153,"Armament, Arms Control and Disarmament",PPAD,3
5154,Contemporary Security Issues in the Middle East,PPAD,3
5155,Governance of the Global Economy,PPAD,3
5156,Multilateral and Bilateral Cooperation for Development,PPAD,3
5161,Diplomacy: Theory and Practice,PPAD,3
5168,Proposal Writing and Grant Management for Nonprofit Organizations,PPAD,3
5169,Issues in Social Entrepreneurship,PPAD,3
5170,Volunteer Management,PPAD,3
5171,International and Comparative Human Resources Management,PPAD,3
5172,Compensation Management,PPAD,3
5173,"Public Administration, Technology, and Innovation",PPAD,3
5174,Internship in Public and Non-Profit Organizations,PPAD,3
5175,Independent Study in Public Policy and Administration,PPAD,NULL
5178,Program Evaluation,PPAD,3
5179,Big Data Analytics for Public Policy,PPAD,3
5180,Introduction to Data Analytics,PPAD,3
5181,Public Policy Theory and Practice,PPAD,3
5198,Practicum,PPAD,3
5198,Practicum,PPAD,3
5199,Special Topics in Public Policy and Administration,PPAD,NULL
5201,Research Methods for Public Policy and Administration,PPAD,3
5202,Public Policy Theory & Practice,PPAD,3
5211,Qualitative Analysis for Policy and Administration,PPAD,3
5212,Applied Quantitative Analysis,PPAD,3
5221,Strategic Management for Government and Nonprofit Organizations,PPAD,3
5222,Fundamentals of Financial Planning and Management for Government and Nonprofit Organizations,PPAD,3
5223,International Models of Public Management,PPAD,3
5224,Human Resource Management for Government and Nonprofit Organizations,PPAD,3
5225,Regionalism and Regional Integration,PPAD,3
5231,Economics for Public Policy Analysis,PPAD,3
5232,Role of Government in a Market-Oriented Economy,PPAD,3
5251,International Organization in Global Governance,PPAD,3
5252,Theory and Practice of Negotiation,PPAD,3
5258,Role of Force: Strategy and Statecraft,PPAD,3
5288,Comprehensives,PPAD,1
5293,Capstone Project,PPAD,0
5298,Research Seminar,PPAD,0
5299,Research Guidance,PPAD,0
1000,Approaches to Critical Writing,RHET,3
1010,Freshman Writing,RHET,3
1020,Research Writing,RHET,3
1099,Selected Topics,RHET,3
1100,Effective Argument,RHET,3
2010,Research Writing,RHET,3
2099,Selected Topics,RHET,3
3099,Selected Topics,RHET,3
3110,The Writer's Workshop,RHET,3
3120,Life Narratives,RHET,3
3130,Travel Writing,RHET,3
3140,Writing Children's Literature,RHET,3
3150,Poetry Writing,RHET,3
3160,Fiction writing,RHET,3
3210,Business Communication,RHET,3
3220,Public Speaking,RHET,3
3230,Technical Communication,RHET,3
3240,Principles of Mediation and Negotiation,RHET,3
3250,Digital Rhetoric,RHET,3
3310,Discourse and Power,RHET,3
3320,Writing in the Social Sciences,RHET,3
3330,Words that Change the World,RHET,3
3340,Making Your Case: The Art of Persuasion,RHET,3
3350,Writing and Cognition: The Mind and the Machine,RHET,3
4060,Independent Study,RHET,NULL
4160,Imagining the Book,RHET,3
4260,Writing for Project Funding,RHET,3
4270,Research and Writing Internship,RHET,3
4280,Advanced Scientific and Technical Writing,RHET,3
4360,Writing for Publication,RHET,3
5201,"Robotics: Kinematics, Dynamics and Control",RCSS,3
5202,Embedded Real Time Systems,RCSS,3
5203,Modern Control Design,RCSS,3
5204,Applied Estimation,RCSS,3
5221,Intelligent and Autonomous Robotic Systems,RCSS,3
5222,Mechatronics Innovations and Experimental Robotics,RCSS,3
5223,Bioinspired Robotics and Multi Robotic Systems,RCSS,3
5224,Robotics and Intelligent Automated Manufacturing,RCSS,3
5231,"Teleoperation, Haptic Systems and Collaborative Control",RCSS,3
5232,Robust and Optimal Control,RCSS,3
5233,Nonlinear and Adaptive Control,RCSS,3
5234,Networked Control Systems: Design and Applications,RCSS,3
5241,Smart Systems and Computational Intelligence,RCSS,3
5242,MEMS/NEMS Technology and Devices,RCSS,3
5243,Image Analysis and Computer Vision,RCSS,3
5244,"Sensors, Perception and Smart Systems",RCSS,3
5245,Advanced Artificial Intelligence,RCSS,3
5930,Selected Topics in RCSS,RCSS,3
5980,Capstone Project,RCSS,3
5989,Research Guidance Thesis,RCSS,3
6930,"Advanced Selected Topics in Robotics, Control and Smart Systems (RCSS)",RCSS,3
6980,Research Guidance Dissertation,RCSS,3
1099,Selected Topics for Core Curriculum,SOC,3
2005,Arab Society,SOC,3
2099,Selected Topics for Core Curriculum,SOC,3
2101,Introduction to Sociology,SOC,3
2201,Introduction to Community Development,SOC,3
2301,Social Problems of the Middle East,SOC,3
2302,Arab Family Structure and Dynamics,SOC,3
3010,Social Psychology,SOC,3
3025,Development Agencies,SOC,3
3030,Sociology of Literature,SOC,3
3045,The Urban Experience,SOC,3
3050,Rural Sociology,SOC,3
3055,Fundamentals of Population Studies,SOC,3
3060,"Social Constructions of Difference: Race, Class and Gender",SOC,3
3085,Environmental Issues in Egypt,SOC,3
3102,History of Social Theory,SOC,3
3103,Social Statistics,SOC,3
3104,Contemporary Sociological Theory,SOC,3
3105,Doing Survey Research in the Social Sciences,SOC,3
3202,Participatory Action Research in Community Settings,SOC,3
3303,Social Movements,SOC,3
3304,Social Class and Inequality,SOC,3
3305,Selected Topics in Sociology,SOC,3
4005,Sociology of Work,SOC,3
4010,Educational Sociology,SOC,3
4020,Criminology,SOC,3
4025,Religion in a Global World,SOC,3
4035,Political Sociology,SOC,3
4040,Gender and Power in Development,SOC,3
4055,Seminar in African Studies,SOC,3
4099,Selected Topics in Sociology,SOC,3
4106,Critical Approaches to Development,SOC,3
4107,Senior Seminar,SOC,3
4203,Practicum in Community Development,SOC,3
4405,Independent Study,SOC,3
4499,Selected Topics in Coptic Studies,SOC,3
4560,Development Studies Seminar,SOC,3
5200,Introduction to Migration and Refugee Studies,ANTH,3
5201,Classical Social Thought,ANTH,3
5203,Ethnographic Fieldwork,ANTH,3
5204,Survey Research,ANTH,3
5208,Special Topics in Migration and Refugee Issues,ANTH,3
5209,"Migration, Integration and Citizenship",ANTH,3
5210,Problems in Sociology-Anthropology,ANTH,3
5215,"Kin, Friends and Neighbors",ANTH,3
5220,Gender and Sexuality,ANTH,3
5225,"Religion, Ideology and Society",ANTH,3
5230,Theorizing the State,ANTH,3
5235,Maintaining Systems of Global Inequality,ANTH,3
5240,Revisiting the Rural,ANTH,3
5245,Cities: Structure and Dynamics,ANTH,3
5250,Sociology of Knowledge,ANTH,3
5255,Comparative Health and Healing Systems,ANTH,3
5260,Population Dynamics,ANTH,3
5265,"Ethnicity, Identity and Nationalism",ANTH,3
5270,Environment and Society,ANTH,3
5275,Modern Social Movements,ANTH,3
5280,History and Memory,ANTH,3
5285,Social and Cultural Dynamics in Contemporary Egypt,ANTH,3
5290,Middle Eastern Societies and Cultures,ANTH,3
5295,Reading Capital,ANTH,3
5297,Independent Study and Readings,ANTH,3
5298,Thesis Writing Seminar,ANTH,3
5299,Research Guidance and Thesis,ANTH,0
5201,Global Changes and Sustainable Development,GREN,3
5202,Engineering for a Sustainable Environment,GREN,3
5203,Core Concepts & Applications for Social & Environmental Policy,GREN,3
5204,Entrepreneurship and Innovation,GREN,3
5205,Environment and Society,GREN,3
5211,Water Desalination,GREN,3
5213,Solid and Hazardous Wastes Engineering,GREN,3
5214,Green Buildings,GREN,3
5215,Sustainability of Thermal Systems,GREN,3
5216,Water-Energy-Food Nexus,GREN,3
5217,Renewable Energy Systems,GREN,3
5218,Sustainable Agriculture,GREN,3
5219,Selected Topics in Green Technologies,GREN,3
5220,Integrated Water Resources Management,GREN,3
5221,Marketing Management,GREN,3
5222,Strategic Management of Innovation,GREN,3
5223,Managing in a Dynamic Environment,GREN,3
5224,Financial Management,GREN,3
5231,Policy for Sustainable Cities,GREN,3
5232,Greening the Built Environment,GREN,3
5233,Urban Infrastructure Development for Sustainability,GREN,3
5234,Egyptian Environmental Law,GREN,3
5235,Corporate Social Responsibility and NGO Partnerships,GREN,3
5236,International Migration and Development,GREN,3
5244,Cities: Structure and Dynamics,GREN,3
5245,Community Assessment and Program Evaluation,GREN,3
5246,Community Psychology and Systems Theory,GREN,3
5247,Prevention and Intervention in Communities,GREN,3
5248,Consultation to Non-Profit Organizations,GREN,3
5251,Graduate Thesis Seminar I,GREN,2
5252,Graduate Thesis Seminar II,GREN,1
5253,Research Guidance Thesis,GREN,6
5281,Sustainable Development Project Part One,GREN,3
5282,Sustainable Development Project Part Two,GREN,3
5283,Sustainable Development Project Part Three,GREN,3
5910,Independent Study in Sustainable Development,GREN,3
5201,"Fundamentals of Curriculum Design, Theory, & Practice",TEAL,3
5202,Learning Theory & Educational Psychology,TEAL,3
5203,Social & Political Theories of Educational Practice,TEAL,3
5204,Assessment of Student Learning,TEAL,3
5205,Differentiation of Instruction for Diverse Learners,TEAL,3
5206,Problem-based Instructional Models,TEAL,3
5207,Promoting Independent & Lifelong Learners,TEAL,3
5208,Teaching Capstone,TEAL,3
5209,Teaching Portfolio,TEAL,3
1099,Selected Topics for Core Curriculum,THTR,3
1101,The World of the Theatre,THTR,3
1200,Acting for Non-Majors,THTR,3
1201,Theatre in the Making,THTR,3
2099,Selected Topics for Core Curriculum,THTR,3
2201,Acting I,THTR,3
2211,Acting in Arabic I,THTR,3
2301,Play Analysis,THTR,3
2401,Introduction to Technical Theatre,THTR,3
2601,Production Practicum,THTR,1
2603,Rehearsal and Performance Practicum,THTR,1
3099,Selected Topics in Theatre,THTR,3
3103,Drama in Context I: Greeks to English Renaissance,THTR,3
3104,Drama in Context II: Italian Renaissance to Modern,THTR,3
3105,Drama in Context III: Modern and Contemporary,THTR,3
3201,Acting II,THTR,3
3203,Special Topics in Acting,THTR,3
3205,Acting Styles,THTR,3
3207,Movement for the Stage,THTR,3
3211,Acting in Arabic II,THTR,3
3301,Directing I,THTR,3
3401,Design for the Theatre,THTR,3
3403,Make Up for the Theatre,THTR,3
3501,Playwriting I,THTR,3
3503,Playwriting II,THTR,3
3601,Advanced Theatre Practicum,THTR,3
3603,Design Practicum,THTR,3
4000,Independent Study,THTR,NULL
4103,Dramatic Theory and Criticism,THTR,3
4110,Theatrical and Dramatic Translation,THTR,3
4301,Directing II,THTR,3
4404,Scene Design,THTR,3
4405,Stage Lighting,THTR,3
4406,Costume Design for Theatre and Film,THTR,3
4701,Senior Seminar,THTR,3
4703,Senior Thesis,THTR,3
4705,Senior Honors Project,THTR,3
5203,Media Ethics and Social Responsibility,TVDJ,3
5207,Practicum: TV or Special Video Assignment,TVDJ,3
5237,TV Digital News Gathering and Script Writing,TVDJ,3
5239,TV Presentation and Voice Coaching,TVDJ,3
5241,Field and Studio Digital Camera Production,TVDJ,3
5242,Digital Video Editing,TVDJ,3
5245,TV Studio News Reporting,TVDJ,3
5246,TV Digital Journalism Capstone,TVDJ,3
5290,Special Topics,TVDJ,3
5217,Translation: Theory and Practice,TRST,3
5218,"Translation and The Arab ""Renaissance""",TRST,3
1099,Selected Topics for Core Curriculum,ARTV,3
2113,Introduction to Visual Cultures,ARTV,3
2200,Art Foundations,ARTV,3
2201,Introduction to Drawing,ARTV,3
2202,Introduction to Painting,ARTV,3
2203,Introduction to sculpture/Installation,ARTV,3
2204,Introduction to Time-Based Media,ARTV,3
2206,Experimental Animation Art,ARTV,3
2207,Introduction to Ceramics,ARTV,3
2208,Internship Practice,ARTV,0
2209,Studio Professional Practice,ARTV,0
2210,Experimental Workshop Practices,ARTV,0
2211,Introduction to Experimental Comic Strips,ARTV,3
2214,History of Art Practices I,ARTV,3
2230,Introduction to Digital Photography,ARTV,3
3115,Art Theory,ARTV,3
3270,Selected Topics in Art,ARTV,3
3311,Advanced Painting and Drawing,ARTV,3
3312,Advanced Studio I,ARTV,3
3316,History of Art Practices II,ARTV,3
4269,Senior Project (A),ARTV,3
4270,Senior Project (B),ARTV,3
4302,Independent Study,ARTV,NULL
4311,Advanced Studio II,ARTV,3
4312,Advanced Studio III,ARTV,3
5110,Contemporary issues in Arab Art,ARTV,3
